,Primos,No_Primos,Pares,Primos_NoPrimos,NoPrimos_Primos,Aleatorio
6055,32557219,32557203,32557220,32495681,32520937,32495681
6056,32557253,32557241,32557254,32464919,32520931,32464919
6057,32557277,32557271,32557278,32484131,32520893,32484131
6058,32557289,32557283,32557290,32511417,32520871,32511417
6059,32557303,32557301,32557304,32473499,32520863,32473499
6060,32557307,32557295,32557308,32486227,32520821,32486227
6061,32557333,32557319,32557334,32478181,32520773,32478181
6062,32557361,32557359,32557362,32504363,32520737,32504363
6063,32557367,32557361,32557368,32501107,32520727,32501107
6064,32557379,32557379,32557380,32512655,32520721,32512655
6065,32557381,32557379,32557382,32452883,32520703,32452883
6066,32557387,32557385,32557388,32460583,32520679,32460583
6067,32557391,32557373,32557392,32500187,32520673,32500187
6068,32557429,32557417,32557430,32527933,32520671,32527933
6069,32557453,32557449,32557454,32474089,32520659,32474089
6070,32557463,32557451,32557464,32498019,32520637,32498019
6071,32557487,32557481,32557488,32535039,32520611,32535039
6072,32557501,32557495,32557502,32534539,32520601,32534539
6073,32557513,32557509,32557514,32461757,32520557,32461757
6074,32557523,32557511,32557524,32467241,32520547,32467241
6075,32557549,32557539,32557550,32467841,32520529,32467841
6076,32557571,32557547,32557572,32476777,32520517,32476777
6077,32557619,32557613,32557620,32472161,32520469,32472161
6078,32557631,32557613,32557632,32490719,32520463,32490719
6079,32557667,32557631,32557668,32482433,32520461,32482433
6080,32557739,32557735,32557740,32518901,32520437,32518901
6081,32557747,32557745,32557748,32504501,32520431,32504501
6082,32557753,32557751,32557754,32470765,32520409,32470765
6083,32557757,32557743,32557758,32536409,32520401,32536409
6084,32557787,32557781,32557788,32505089,32520377,32505089
6085,32557801,32557763,32557802,32453633,32520361,32453633
6086,32557879,32557869,32557880,32536837,32520349,32536837
6087,32557901,32557877,32557902,32468753,32520347,32468753
6088,32557951,32557947,32557952,32480771,32520331,32480771
6089,32557961,32557953,32557962,32458133,32520311,32458133
6090,32557979,32557971,32557980,32526237,32520277,32526237
6091,32557997,32557997,32557998,32465931,32520253,32465931
6092,32557999,32557997,32558000,32531507,32520221,32531507
6093,32558003,32557997,32558004,32478487,32520199,32478487
6094,32558017,32558015,32558018,32501081,32520179,32501081
6095,32558021,32558019,32558022,32474731,32520149,32474731
6096,32558027,32558009,32558028,32518847,32520143,32518847
6097,32558063,32558051,32558064,32505023,32520119,32505023
6098,32558089,32558087,32558090,32460143,32520109,32460143
6099,32558093,32558087,32558094,32526315,32520097,32526315
6100,32558107,32558103,32558108,32490245,32520073,32490245
6101,32558117,32558111,32558118,32481391,32520067,32481391
6102,32558129,32558107,32558130,32523719,32520017,32523719
6103,32558173,32558159,32558174,32523011,32519989,32523011
6104,32558203,32558201,32558204,32482345,32519969,32482345
6105,32558209,32558203,32558210,32507189,32519959,32507189
6106,32558221,32558215,32558222,32515789,32519957,32515789
6107,32558233,32558231,32558234,32493139,32519947,32493139
6108,32558237,32558235,32558238,32472259,32519939,32472259
6109,32558243,32558219,32558244,32465267,32519923,32465267
6110,32558291,32558289,32558292,32478329,32519909,32478329
6111,32558297,32558297,32558298,32516439,32519891,32516439
6112,32558299,32558283,32558300,32538179,32519869,32538179
6113,32558333,32558315,32558334,32477503,32519863,32477503
6114,32558371,32558363,32558372,32468135,32519843,32468135
6115,32558389,32558373,32558390,32473781,32519801,32473781
6116,32558423,32558413,32558424,32488707,32519791,32488707
6117,32558443,32558435,32558444,32498621,32519783,32498621
6118,32558459,32558455,32558460,32534087,32519741,32534087
6119,32558467,32558461,32558468,32503407,32519719,32503407
6120,32558479,32558471,32558480,32528539,32519717,32528539
6121,32558497,32558491,32558498,32535779,32519699,32535779
6122,32558509,32558499,32558510,32526007,32519689,32526007
6123,32558531,32558525,32558532,32463181,32519671,32463181
6124,32558543,32558541,32558544,32462099,32519647,32462099
6125,32558549,32558543,32558550,32481793,32519609,32481793
6126,32558563,32558531,32558564,32510671,32519587,32510671
6127,32558629,32558623,32558630,32499401,32519579,32499401
6128,32558641,32558637,32558642,32489241,32519573,32489241
6129,32558651,32558651,32558652,32459513,32519551,32459513
6130,32558653,32558645,32558654,32479255,32519549,32479255
6131,32558671,32558667,32558672,32498861,32519537,32498861
6132,32558681,32558675,32558682,32454745,32519533,32454745
6133,32558693,32558691,32558694,32458103,32519497,32458103
6134,32558699,32558695,32558700,32524367,32519449,32524367
6135,32558707,32558681,32558708,32496993,32519429,32496993
6136,32558759,32558755,32558760,32484907,32519423,32484907
6137,32558767,32558757,32558768,32490903,32519413,32490903
6138,32558789,32558779,32558790,32493973,32519371,32493973
6139,32558809,32558805,32558810,32486725,32519299,32486725
6140,32558819,32558813,32558820,32456789,32519293,32456789
6141,32558831,32558807,32558832,32538403,32519261,32538403
6142,32558881,32558879,32558882,32511547,32519251,32511547
6143,32558887,32558885,32558888,32536391,32519231,32536391
6144,32558891,32558887,32558892,32494087,32519197,32494087
6145,32558899,32558891,32558900,32501807,32519177,32501807
6146,32558917,32558905,32558918,32474441,32519173,32474441
6147,32558941,32558933,32558942,32484983,32519167,32484983
6148,32558957,32558955,32558958,32478071,32519131,32478071
6149,32558963,32558959,32558964,32533151,32519129,32533151
6150,32558971,32558961,32558972,32536067,32519107,32536067
6151,32558993,32558985,32558994,32537053,32519099,32537053
6152,32559011,32559009,32559012,32524727,32519077,32524727
6153,32559017,32559017,32559018,32527769,32519059,32527769
6154,32559019,32559013,32559020,32510375,32519029,32510375
6155,32559031,32559023,32559032,32512667,32519017,32512667
6156,32559049,32559043,32559050,32518957,32518979,32518957
6157,32559061,32559047,32559062,32532161,32518973,32532161
6158,32559089,32559083,32559090,32512499,32518963,32512499
6159,32559101,32559095,32559102,32460657,32518961,32460657
6160,32559113,32559095,32559114,32502639,32518957,32502639
6161,32559151,32559143,32559152,32498717,32518933,32498717
6162,32559167,32559167,32559168,32479361,32518931,32479361
6163,32559169,32559167,32559170,32453189,32518921,32453189
6164,32559173,32559169,32559174,32474527,32518903,32474527
6165,32559181,32559167,32559182,32463601,32518901,32463601
6166,32559211,32559197,32559212,32486681,32518897,32486681
6167,32559239,32559229,32559240,32454895,32518891,32454895
6168,32559259,32559253,32559260,32508193,32518883,32508193
6169,32559271,32559239,32559272,32520017,32518873,32520017
6170,32559337,32559335,32559338,32509479,32518847,32509479
6171,32559343,32559341,32559344,32489837,32518817,32489837
6172,32559349,32559343,32559350,32524619,32518777,32524619
6173,32559361,32559359,32559362,32510637,32518753,32510637
6174,32559367,32559361,32559368,32478693,32518727,32478693
6175,32559379,32559375,32559380,32504299,32518723,32504299
6176,32559389,32559379,32559390,32473279,32518693,32473279
6177,32559409,32559405,32559410,32474627,32518679,32474627
6178,32559419,32559403,32559420,32470877,32518669,32470877
6179,32559451,32559445,32559452,32530019,32518649,32530019
6180,32559463,32559459,32559464,32492363,32518631,32492363
6181,32559473,32559467,32559474,32538133,32518613,32538133
6182,32559487,32559483,32559488,32472971,32518609,32472971
6183,32559497,32559491,32559498,32506421,32518601,32506421
6184,32559509,32559499,32559510,32462855,32518567,32462855
6185,32559529,32559519,32559530,32538595,32518561,32538595
6186,32559551,32559539,32559552,32526539,32518559,32526539
6187,32559577,32559575,32559578,32462897,32518547,32462897
6188,32559581,32559577,32559582,32533747,32518543,32533747
6189,32559589,32559561,32559590,32526443,32518537,32526443
6190,32559647,32559625,32559648,32491125,32518531,32491125
6191,32559691,32559681,32559692,32477225,32518511,32477225
6192,32559713,32559707,32559714,32493001,32518489,32493001
6193,32559727,32559725,32559728,32466751,32518469,32466751
6194,32559733,32559721,32559734,32504471,32518463,32504471
6195,32559757,32559755,32559758,32516003,32518459,32516003
6196,32559763,32559759,32559764,32505757,32518441,32505757
6197,32559773,32559761,32559774,32514569,32518427,32514569
6198,32559797,32559795,32559798,32538001,32518403,32538001
6199,32559803,32559801,32559804,32517869,32518357,32517869
6200,32559809,32559799,32559810,32531179,32518351,32531179
6201,32559829,32559827,32559830,32469705,32518327,32469705
6202,32559833,32559827,32559834,32466743,32518319,32466743
6203,32559847,32559829,32559848,32454785,32518273,32454785
6204,32559883,32559875,32559884,32519741,32518259,32519741
6205,32559899,32559881,32559900,32526427,32518237,32526427
6206,32559937,32559935,32559938,32505909,32518201,32505909
6207,32559941,32559937,32559942,32508925,32518181,32508925
6208,32559949,32559945,32559950,32496279,32518147,32496279
6209,32559959,32559947,32559960,32461205,32518133,32461205
6210,32559983,32559979,32559984,32455757,32518121,32455757
6211,32559991,32559983,32559992,32535375,32518117,32535375
6212,32560009,32559983,32560010,32472131,32518099,32472131
6213,32560061,32560061,32560062,32506603,32518051,32506603
6214,32560063,32560061,32560064,32510507,32518037,32510507
6215,32560067,32560061,32560068,32530271,32518033,32530271
6216,32560079,32560073,32560080,32517343,32518009,32517343
6217,32560093,32560069,32560094,32516009,32517973,32516009
6218,32560141,32560139,32560142,32526815,32517971,32526815
6219,32560147,32560139,32560148,32518931,32517967,32518931
6220,32560163,32560161,32560164,32496383,32517959,32496383
6221,32560169,32560163,32560170,32538189,32517943,32538189
6222,32560183,32560179,32560184,32520723,32517907,32520723
6223,32560193,32560189,32560194,32511133,32517899,32511133
6224,32560201,32560179,32560202,32508521,32517871,32508521
6225,32560247,32560237,32560248,32514241,32517869,32514241
6226,32560267,32560255,32560268,32462613,32517851,32462613
6227,32560291,32560283,32560292,32472157,32517839,32472157
6228,32560309,32560301,32560310,32506139,32517833,32506139
6229,32560327,32560323,32560328,32508787,32517817,32508787
6230,32560337,32560325,32560338,32497837,32517773,32497837
6231,32560361,32560357,32560362,32461031,32517763,32461031
6232,32560369,32560355,32560370,32473669,32517757,32473669
6233,32560399,32560385,32560400,32494981,32517707,32494981
6234,32560427,32560421,32560428,32505925,32517703,32505925
6235,32560439,32560439,32560440,32533517,32517701,32533517
6236,32560441,32560427,32560442,32498999,32517691,32498999
6237,32560469,32560465,32560470,32497523,32517689,32497523
6238,32560477,32560475,32560478,32519099,32517679,32519099
6239,32560483,32560469,32560484,32464513,32517659,32464513
6240,32560513,32560501,32560514,32468653,32517587,32468653
6241,32560537,32560529,32560538,32532517,32517581,32532517
6242,32560553,32560525,32560554,32474017,32517577,32474017
6243,32560609,32560603,32560610,32528951,32517571,32528951
6244,32560621,32560617,32560622,32468825,32517517,32468825
6245,32560631,32560619,32560632,32499733,32517479,32499733
6246,32560657,32560647,32560658,32527969,32517449,32527969
6247,32560679,32560679,32560680,32480301,32517431,32480301
6248,32560681,32560677,32560682,32494961,32517403,32494961
6249,32560691,32560667,32560692,32510387,32517371,32510387
6250,32560741,32560727,32560742,32493163,32517349,32493163
6251,32560769,32560763,32560770,32485847,32517343,32485847
6252,32560783,32560781,32560784,32510437,32517337,32510437
6253,32560789,32560751,32560790,32486729,32517299,32486729
6254,32560867,32560865,32560868,32500835,32517293,32500835
6255,32560873,32560861,32560874,32531663,32517283,32531663
6256,32560897,32560895,32560898,32532949,32517281,32532949
6257,32560901,32560901,32560902,32510567,32517271,32510567
6258,32560903,32560895,32560904,32484519,32517263,32484519
6259,32560919,32560903,32560920,32459881,32517259,32459881
6260,32560951,32560947,32560952,32506271,32517241,32506271
6261,32560961,32560955,32560962,32501597,32517229,32501597
6262,32560973,32560969,32560974,32468495,32517211,32468495
6263,32560981,32560979,32560982,32470045,32517187,32470045
6264,32560987,32560985,32560988,32501687,32517181,32501687
6265,32560991,32560979,32560992,32459901,32517179,32459901
6266,32561017,32561015,32561018,32522459,32517137,32522459
6267,32561021,32561015,32561022,32495557,32517131,32495557
6268,32561033,32561027,32561034,32519497,32517119,32519497
6269,32561047,32561041,32561048,32532481,32517097,32532481
6270,32561059,32561053,32561060,32530079,32517061,32530079
6271,32561071,32561057,32561072,32524325,32517053,32524325
6272,32561099,32561077,32561100,32489719,32517041,32489719
6273,32561143,32561139,32561144,32514607,32517007,32514607
6274,32561153,32561139,32561154,32532341,32516959,32532341
6275,32561183,32561181,32561184,32522585,32516941,32522585
6276,32561189,32561185,32561190,32513279,32516933,32513279
6277,32561197,32561195,32561198,32498027,32516927,32498027
6278,32561203,32561201,32561204,32495699,32516893,32495699
6279,32561209,32561207,32561210,32512379,32516881,32512379
6280,32561213,32561201,32561214,32457679,32516879,32457679
6281,32561237,32561223,32561238,32468507,32516873,32468507
6282,32561267,32561261,32561268,32490071,32516863,32490071
6283,32561279,32561273,32561280,32511381,32516839,32511381
6284,32561293,32561291,32561294,32483041,32516837,32483041
6285,32561297,32561297,32561298,32462831,32516819,32462831
6286,32561299,32561297,32561300,32457707,32516807,32457707
6287,32561303,32561297,32561304,32516325,32516789,32516325
6288,32561317,32561315,32561318,32466443,32516761,32466443
